"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1962",13098.8,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1963",12909.9,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1964",12459.7,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1965",12361.6,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1966",12208.1,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1967",12225.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1968",12062.8,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1969",12259.4,"B"
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1970",12132,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1971",11857.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1972",11669.9,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1973",11172.7,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1974",11113.9,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1975",10890.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1976",10366.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1977",10191.6,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1978",10069.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1979",9931.1,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1980",9838.1,"B"
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1981",9514.6,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1982",9489.1,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1983",9331.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1984",8978,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1985",8584.6,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1986",8236,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1987",7917.4,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1988",7585.8,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1989",7568.9,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1990",7361.8,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1991",7364.2,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1992",7211.1,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1993",7094.5,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1994",6894.6,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1995",6661.8,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1996",6450.1,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1997",6129.2,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1998",5914,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","1999",5799,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2000",5715.7,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2001",5468.8,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2002",5295.3,"B"
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2003",5295.9,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2004",5103.8,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2005",4977.9,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2006",4701.5,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2007",4625.2,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2008",4493.6,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2009",4632,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2010",4555.5,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2011",4376.6,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2012",4233.4,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2013",4115.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2014",4047.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2015",4013,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2016",3878.4,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2017",3763.5,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2018",3763.9,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2019",3678.3,
"AUT","YRLIFELOST","TOT","100000HAB_0_69","A","2020",3715,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1960",12696.6,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1961",11989.7,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1962",12099.5,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1963",12198.4,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1964",11784.4,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1965",11722.2,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1966",11567.5,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1967",11233.1,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1968",11336.5,"B"
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1969",11407.2,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1970",11219.6,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1971",11077.2,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1972",10835.7,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1973",10506.5,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1974",10128,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1975",9978,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1976",9915.9,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1977",9578.5,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1978",9632.2,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1979",9305.1,"B"
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1980",9360.1,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1981",8986.1,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1982",8799.3,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1983",8673.1,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1984",8338.9,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1985",8087.1,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1986",8046.8,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1987",7694.3,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1988",7451,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1989",7315,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1990",7132.4,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1991",7053.9,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1992",6980.7,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1993",6862,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1994",6783.9,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1995",6626.5,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1996",6362.6,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1997",6262.5,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1998",6158.9,"B"
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","1999",6074.8,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2000",6084.3,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2001",5935.2,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2002",5780.1,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2003",5575.6,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2004",5303.1,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2005",5277.4,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2006",5094.4,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2007",5145.4,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2008",5068.5,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2009",4930.8,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2010",4886.6,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2011",4765.8,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2012",4694.4,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2013",4536.6,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2014",4320.8,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2015",4306.9,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2016",4173.4,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2017",4109.2,
"BEL","YRLIFELOST","TOT","100000HAB_0_69","A","2018",4039.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1960",12033.2,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1961",11797.9,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1962",11788,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1963",11675.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1964",11377.5,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1965",11141.9,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1966",11013.3,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1967",10850.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1968",10646.9,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1969",10637.7,"B"
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1970",10606.2,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1971",10344.6,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1972",10474.2,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1973",10273.6,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1974",10152.2,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1975",9944.6,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1976",9506.1,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1977",9391.7,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1978",9142.6,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1979",8939.5,"B"
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1980",8607.9,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1981",8254.4,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1982",7966.7,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1983",7630.6,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1984",7375.6,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1985",7341.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1986",7280.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1987",7088.5,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1988",6968.2,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1989",6915.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1990",6741.9,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1991",6510.4,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1992",6228.7,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1993",6194,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1994",6067.3,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1995",5976.4,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1996",5784.9,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1997",5579,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1998",5410.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","1999",5319.5,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2000",5172.9,"B"
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2001",5095.2,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2002",5024.2,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2003",4976.5,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2004",4853.1,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2005",4866.4,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2006",4807.7,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2007",4698.4,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2008",4613.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2009",4483,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2010",4347.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2011",4298,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2012",4214.8,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2013",4185.6,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2014",4176.3,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2015",4164,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2016",4225.1,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2017",4227,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2018",4217.3,
"CAN","YRLIFELOST","TOT","100000HAB_0_69","A","2019",4087.6,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1986",10706.1,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1987",10372.5,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1988",10254.1,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1989",10150.5,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1990",10620.7,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1991",10158.4,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1992",9879.9,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1993",9279.3,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1994",9079.8,"B"
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1995",8896.9,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1996",8368.8,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1997",8357.6,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1998",7809,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","1999",7656.9,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2000",7526.3,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2001",7261.7,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2002",7217.6,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2003",7211.5,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2004",6889.1,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2005",6725.3,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2006",6408.7,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2007",6303.4,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2008",6151.2,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2009",6005.5,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2010",5844.2,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2011",5695.6,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2012",5520.2,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2013",5385.6,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2014",5101,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2015",5093.2,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2016",4989.5,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2017",4964.8,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2018",4971.8,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2019",4869.8,
"CZE","YRLIFELOST","TOT","100000HAB_0_69","A","2020",5047.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1960",9866.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1961",9780.9,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1962",9806.1,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1963",9848.4,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1964",9732.9,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1965",9887.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1966",9648.3,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1967",9357.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1968",9226.7,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1969",9136.6,"B"
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1970",9140.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1971",9256,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1972",9202.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1973",8927.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1974",8677.1,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1975",8593.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1976",8737.1,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1977",8142.8,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1978",8254.7,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1979",8436.1,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1980",8683.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1981",8441.4,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1982",8237.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1983",8338,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1984",8251,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1985",8379,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1986",8306.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1987",8305.3,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1988",8148,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1989",8187.9,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1990",8018,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1991",7788,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1992",7659.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1993",7538.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1994",7586.9,"B"
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1995",7454.1,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1996",7203.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1997",6911.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1998",6571.4,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","1999",6836.7,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2000",6243.3,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2001",6111.8,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2002",6101.7,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2003",5909.7,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2004",5770.4,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2005",5428.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2006",5414.3,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2007",5405.4,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2008",5198.3,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2009",4971.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2010",4789.4,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2011",4536.5,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2012",4332.2,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2013",4219.2,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2014",4167,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2015",4033.3,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2016",4041.8,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2017",3847.6,
"DNK","YRLIFELOST","TOT","100000HAB_0_69","A","2018",3852.8,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1960",13274.1,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1961",13265.5,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1962",13446.7,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1963",13129,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1964",12810.7,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1965",12965.4,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1966",12412.7,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1967",12253.2,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1968",12249.9,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1969",12478,"B"
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1970",11760.8,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1971",11969.2,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1972",11360.3,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1973",10886.5,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1974",11063.7,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1975",10689.7,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1976",10459.3,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1977",10116.9,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1978",9482.7,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1979",9271.6,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1980",8874.9,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1981",8683,
"FIN","YRLIFELOST","TOT","100000HAB_0_69","A","1982",8323.6,
